Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
14-March-2019,7100.00,7147.95,7049.00,7086.80,7087.983327766644399910,35928,3202,254657065.00,6844,19.05,98.95,-13.20
13-March-2019,7189.90,7200.20,7050.10,7086.05,7114.243864648756329026,36143,4557,257130116.00,9902,27.40,150.10,-103.85
12-March-2019,7104.00,7229.00,7102.00,7153.95,7181.145914428310694038,61913,6028,444606287.00,19218,31.04,127.00,49.95
11-March-2019,6987.00,7118.00,6973.10,7090.40,7071.485021165744057310,36852,4046,260598366.00,11325,30.73,144.90,103.40
8-March-2019,6999.00,7021.90,6955.00,6972.85,6986.707143727409332737,24623,2654,172033690.00,6918,28.10,66.90,-26.15
7-March-2019,7059.00,7081.50,7000.80,7030.65,7036.199164598341303953,33038,3987,232461948.00,11987,36.28,80.70,-28.35
6-March-2019,7148.00,7148.00,7014.05,7058.95,7072.434024024024024024,33300,3259,235512053.00,5625,16.89,133.95,-89.05
5-March-2019,6941.00,7155.00,6895.25,7114.50,7048.899372331496551472,54806,5528,386321979.00,18280,33.35,259.75,173.50
1-March-2019,6889.00,6950.00,6833.30,6933.20,6901.685802341360196876,43479,4522,300078397.00,14545,33.45,116.70,44.20
28-February-2019,7003.25,7032.45,6801.15,6832.25,6897.799033102799973141,44679,4840,308186763.00,13508,30.23,231.30,-171.00
27-February-2019,6905.00,7047.00,6849.85,6955.20,6959.547342729682549945,61868,6646,430573275.00,16824,27.19,197.15,50.20
26-February-2019,6884.00,6974.90,6808.35,6896.30,6899.046901692809442460,51512,4661,355383704.00,13581,26.36,166.55,12.30
25-February-2019,6932.00,6984.40,6887.55,6921.45,6925.658785942492012779,45385,3946,314321024.00,14996,33.04,96.85,-10.55
22-February-2019,6844.00,6940.00,6804.75,6916.40,6891.566204728077326190,60109,4408,414245153.00,12957,21.56,135.25,72.40
21-February-2019,6860.00,6878.00,6718.30,6796.80,6782.565238190153478174,50170,5921,340281298.00,16558,33.00,159.70,-63.20
20-February-2019,6852.00,6882.65,6807.00,6848.70,6845.544794784534011234,24389,3555,166955992.00,6741,27.64,75.65,-3.30
19-February-2019,6849.95,6913.90,6778.40,6805.75,6862.914980048171981162,27817,3559,190905706.00,4377,15.73,135.50,-44.20
18-February-2019,6980.00,6980.00,6825.25,6844.40,6876.851958190851022646,30998,4140,213168657.00,8428,27.19,154.75,-135.60
15-February-2019,7046.00,7090.60,6900.00,6925.30,6948.141757095621685196,45063,4836,313104112.00,11790,26.16,190.60,-120.70
14-February-2019,7054.00,7106.50,6989.70,7017.05,7037.812403956972723780,41648,4482,293110811.00,11808,28.35,116.80,-36.95
13-February-2019,7184.70,7184.70,6994.30,7023.65,7072.272834817259199302,32122,3062,227175548.00,10234,31.86,190.40,-161.05
12-February-2019,7217.00,7229.00,7122.00,7145.10,7176.228633926920943989,32458,3244,232926029.00,6545,20.16,107.00,-71.90
11-February-2019,7140.00,7219.45,7053.10,7185.05,7137.805406005439307320,36034,3849,257203680.00,4326,12.01,166.35,45.05
8-February-2019,7284.00,7297.75,7101.00,7146.15,7199.070039449096823309,28898,3573,208038726.00,6956,24.07,196.75,-137.85
7-February-2019,7212.90,7314.00,7188.30,7284.25,7269.324492400510500058,43095,4725,313271539.00,10025,23.26,125.70,71.35
6-February-2019,7130.00,7240.00,7074.60,7191.10,7137.040355448653704817,59868,6350,427280332.00,14465,24.16,165.40,61.10
5-February-2019,6991.00,7126.35,6989.00,7096.00,7056.701274117218784128,41205,4865,290771376.00,8203,19.91,137.35,105.00
4-February-2019,6965.00,7036.70,6852.05,6968.05,6951.392928844274673536,56285,5955,391259151.00,13119,23.31,184.65,3.05
1-February-2019,6655.00,7196.00,6655.00,6956.55,6925.422478573121691361,240469,22042,1665349418.00,69763,29.01,541.00,301.55
31-January-2019,6599.00,6675.85,6465.65,6628.05,6569.620232973336845494,68334,7601,448928429.00,19726,28.87,210.20,29.05
30-January-2019,6541.00,6582.00,6509.80,6528.25,6536.953686560662165105,36728,4309,240089235.00,10104,27.51,72.20,-12.75
29-January-2019,6495.00,6612.30,6442.05,6523.30,6536.220521894377759711,62733,7200,410036722.00,13111,20.90,170.25,28.30
28-January-2019,6514.80,6601.80,6324.35,6508.55,6461.055370548525288405,121617,14605,785774171.00,19360,15.92,277.45,-6.25
25-January-2019,7069.00,7131.00,6420.00,6516.35,6692.625190108435876671,202516,22188,1355363683.00,43469,21.46,711.00,-552.65
24-January-2019,7045.00,7099.95,7011.00,7037.40,7053.334822644799215387,36706,3764,258899708.00,9326,25.41,88.95,-7.60
23-January-2019,7042.00,7130.00,7020.00,7042.15,7064.333424910221943130,50959,6172,359991367.00,12342,24.22,110.00,0.15
22-January-2019,7199.00,7199.00,7051.00,7068.25,7099.358476845857794015,56383,6306,400283129.00,15935,28.26,148.00,-130.75
21-January-2019,7384.00,7384.00,7160.45,7200.95,7263.215994398848652222,51418,5379,373460040.00,20489,39.85,223.55,-183.05
18-January-2019,7365.00,7375.00,7324.70,7353.35,7347.323684328996533561,22213,2270,163206101.00,6345,28.56,50.30,-11.65
17-January-2019,7325.00,7397.95,7310.25,7333.70,7349.968355370673005496,26924,3153,197890548.00,6177,22.94,87.70,8.70
16-January-2019,7365.00,7384.75,7291.05,7305.25,7327.855889529149146031,38526,3749,282312976.00,8316,21.59,93.70,-59.75
15-January-2019,7438.70,7465.00,7321.00,7349.55,7376.461070361314860092,36810,4116,271527532.00,6117,16.62,144.00,-89.15
14-January-2019,7311.00,7431.70,7251.85,7402.55,7346.830843865696412613,46998,4460,345286356.00,10400,22.13,179.85,91.55
11-January-2019,7395.00,7395.50,7288.65,7319.80,7335.050767185509333628,36106,3799,264839343.00,7752,21.47,106.85,-75.20
10-January-2019,7483.30,7502.05,7220.00,7385.95,7438.675996136198985752,41410,4029,308035573.00,6393,15.44,282.05,-97.35
9-January-2019,7493.00,7525.00,7417.50,7465.85,7479.389403450996535281,58302,5860,436063361.00,11090,19.02,107.50,-27.15
8-January-2019,7385.00,7456.25,7320.00,7421.35,7402.934638414548093788,49601,4725,367192961.00,16047,32.35,136.25,36.35
7-January-2019,7350.00,7413.15,7301.00,7349.00,7357.322361227246414099,62188,5731,457537163.00,13794,22.18,112.15,-1.00
4-January-2019,7249.90,7309.95,7168.55,7237.40,7238.115170460095731171,71659,7569,518676095.00,6612,9.23,141.40,-12.50
3-January-2019,7282.45,7350.55,7184.05,7203.90,7266.309062102514895231,44813,7010,325625108.00,10718,23.92,166.50,-78.55
2-January-2019,7465.00,7465.00,7250.05,7272.45,7341.282079512807720759,58129,8505,426741386.00,18332,31.54,214.95,-192.55
1-January-2019,7457.90,7497.00,7396.45,7477.60,7455.045416163054456347,120794,5680,900524756.00,78111,64.66,100.55,19.70
31-December-2018,7575.00,7586.60,7445.00,7462.30,7505.086381687674206358,40541,4130,304263707.00,14177,34.97,141.60,-112.70
28-December-2018,7539.00,7575.75,7492.00,7510.70,7528.633302567258059002,29253,3912,220235110.00,5533,18.91,83.75,-28.30
27-December-2018,7645.00,7670.00,7485.35,7505.30,7563.333790600938136118,45196,5175,341832434.00,12995,28.75,184.65,-139.70
26-December-2018,7512.00,7599.80,7406.00,7570.75,7512.420731349415976991,51111,6259,383967336.00,9453,18.50,193.80,58.75
24-December-2018,7542.00,7597.50,7478.05,7513.70,7531.323762110697643233,59658,6766,449303713.00,10218,17.13,119.45,-28.30
21-December-2018,7810.00,7845.15,7512.50,7536.75,7604.044058297939833988,113486,12862,862952544.00,34418,30.33,332.65,-273.25
20-December-2018,7830.55,7917.75,7772.95,7808.95,7844.298719689621726479,51550,6024,404373599.00,7840,15.21,144.80,-21.60
19-December-2018,7771.00,7929.00,7771.00,7916.15,7878.741680359690146440,55381,8048,436332593.00,9396,16.97,158.00,145.15
18-December-2018,7715.00,7772.00,7654.00,7757.70,7729.790356073356794684,45749,4607,353630179.00,10413,22.76,118.00,42.70
17-December-2018,7675.00,7791.70,7660.05,7708.55,7731.368439490445859872,62800,6305,485529938.00,13815,22.00,131.65,33.55
14-December-2018,7671.00,7684.45,7551.95,7654.10,7610.238956923197308188,51118,6037,389020195.00,6901,13.50,132.50,-16.90
13-December-2018,7499.00,7695.55,7488.00,7663.75,7618.386718953341083791,57631,6863,439055245.00,5903,10.24,207.55,164.75
12-December-2018,7360.00,7508.80,7302.00,7487.05,7460.423952904844624589,51810,5192,386524565.00,8968,17.31,206.80,127.05
11-December-2018,7267.00,7346.30,7220.00,7309.85,7284.604471627804594267,63601,6874,463308129.00,8749,13.76,126.30,42.85
10-December-2018,7211.00,7387.35,7162.35,7350.10,7318.810434753628501441,60011,8583,439209133.00,10623,17.70,225.00,139.10
7-December-2018,7236.20,7345.80,7209.70,7314.10,7288.715507136454526649,43509,5567,317124723.00,7467,17.16,136.10,77.90
6-December-2018,7467.00,7491.05,7178.30,7209.70,7275.791610627058846461,102606,12471,746539874.00,27370,26.67,312.75,-257.30
5-December-2018,7704.80,7739.00,7521.90,7559.55,7628.863777294016755722,45477,5351,346937838.00,10929,24.03,217.10,-145.25
4-December-2018,7791.00,7791.00,7701.00,7724.75,7732.352576259200925717,31111,3429,240561221.00,3717,11.95,90.00,-66.25
3-December-2018,7704.00,7780.00,7636.10,7759.80,7716.433810634566597994,58733,7720,453209307.00,9315,15.86,143.90,55.80
30-November-2018,7587.00,7719.00,7561.00,7664.60,7668.545023537323470073,59480,7582,456125058.00,12379,20.81,158.00,77.60
29-November-2018,7616.00,7635.00,7518.50,7550.00,7579.749937821993249244,28145,3484,213332062.00,5734,20.37,116.50,-66.00
28-November-2018,7642.10,7705.00,7550.00,7565.50,7610.990151739295828226,70977,4675,540205248.00,34645,48.81,155.00,-76.60
27-November-2018,7554.00,7645.00,7505.70,7629.60,7585.650800258080629383,48047,5447,364467764.00,5688,11.84,139.30,75.60
26-November-2018,7448.00,7562.00,7390.00,7533.95,7498.876300625280967755,122345,7497,917450021.00,63099,51.57,172.00,85.95
22-November-2018,7409.00,7475.00,7315.00,7409.95,7426.803610470364055761,49855,5693,370263294.00,10423,20.91,160.00,0.95
21-November-2018,7345.00,7457.60,7325.00,7415.80,7364.573662144468897122,143588,6078,1057464403.00,95499,66.51,132.60,70.80
20-November-2018,7417.00,7437.30,7313.00,7332.15,7368.732079017325144376,43636,5163,321541993.00,8548,19.59,124.30,-84.85
19-November-2018,7379.00,7450.00,7287.15,7417.60,7359.238047058823529411,42500,5198,312767617.00,9633,22.67,162.85,38.60
16-November-2018,7490.00,7543.10,7304.00,7332.05,7414.357223035280410349,70379,7713,521815047.00,15331,21.78,239.10,-157.95
