Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
13-March-2019,1090.80,1092.50,1066.10,1077.85,1078.710200263747048179,65214,1648,70347007.00,11647,17.86,26.40,-12.95
12-March-2019,1074.60,1096.25,1070.80,1083.30,1088.337798660920344986,192819,4193,209852206.00,53565,27.78,25.45,8.70
11-March-2019,1065.00,1074.00,1061.00,1067.95,1068.089113564060541791,82984,3027,88634307.00,21300,25.67,13.00,2.95
8-March-2019,1045.00,1058.50,1037.85,1053.65,1051.894216412654590528,70994,1534,74678178.00,9302,13.10,20.65,8.65
7-March-2019,1065.00,1066.85,1041.40,1045.25,1055.249551799537809465,96497,2312,101828416.00,16522,17.12,25.45,-19.75
6-March-2019,1039.00,1060.80,1029.60,1054.55,1050.498938067372232030,111589,2789,117224126.00,17736,15.89,31.20,15.55
5-March-2019,1022.05,1036.00,1017.35,1033.35,1029.248148036162428567,66146,2753,68080648.00,24332,36.79,18.65,11.30
1-March-2019,1029.90,1037.40,1019.35,1022.90,1024.914084993665783715,60781,1438,62295303.00,8390,13.80,18.05,-7.00
28-February-2019,1018.00,1034.95,1003.30,1026.95,1014.569157036638896354,111630,3060,113256355.00,11530,10.33,31.65,8.95
27-February-2019,1038.00,1047.00,1014.70,1017.65,1030.812255838489834326,70138,1574,72299110.00,17288,24.65,32.30,-20.35
26-February-2019,1036.35,1041.25,1016.75,1037.70,1030.521792824093132008,60731,2168,62584619.00,8632,14.21,24.50,1.35
25-February-2019,1041.05,1053.00,1036.85,1044.50,1043.074949938018499094,41948,990,43754908.00,8054,19.20,16.15,3.45
22-February-2019,1045.00,1045.00,1031.70,1040.05,1038.411047065961688480,46148,989,47920593.00,7424,16.09,13.30,-4.95
21-February-2019,1035.70,1045.00,1032.00,1042.40,1037.713667418729543360,157345,1172,163279057.00,13207,8.39,13.00,6.70
20-February-2019,1030.00,1044.00,1028.20,1033.25,1035.617568655064882808,79528,2061,82360594.00,15406,19.37,15.80,3.25
19-February-2019,1030.00,1048.95,1020.00,1029.15,1038.558058684466694479,64719,1437,67214439.00,7524,11.63,28.95,-0.85
18-February-2019,1039.00,1040.00,1021.90,1028.85,1028.553427713883502881,37649,2843,38724008.00,11725,31.14,18.10,-10.15
15-February-2019,1038.00,1051.40,1017.35,1039.35,1033.101735469907269514,100722,2485,104056073.00,13188,13.09,34.05,1.35
14-February-2019,1048.00,1060.00,1032.00,1044.70,1047.437799702613655366,442522,2721,463514270.00,357170,80.71,28.00,-3.30
13-February-2019,1068.00,1071.10,1048.20,1052.20,1059.088642333477084721,51014,1293,54028348.00,9473,18.57,22.90,-15.80
12-February-2019,1056.00,1074.50,1051.00,1066.65,1066.504980702287624804,174373,4188,185969673.00,65705,37.68,23.50,10.65
11-February-2019,1059.60,1060.15,1045.10,1055.85,1053.227760796300650521,38277,1369,40314399.00,8452,22.08,15.05,-3.75
8-February-2019,1057.10,1076.55,1048.80,1053.90,1063.851996244131455399,133125,3369,141625297.00,18635,14.00,27.75,-3.20
7-February-2019,1055.00,1066.95,1050.80,1057.70,1056.926691961892192848,48494,1433,51254603.00,8443,17.41,16.15,2.70
6-February-2019,1065.00,1071.00,1050.40,1059.10,1058.845374112506826870,91550,2362,96937294.00,13181,14.40,20.60,-5.90
5-February-2019,1025.00,1074.00,1019.75,1066.65,1057.568735821190943832,328395,9706,347300285.00,64115,19.52,54.25,41.65
4-February-2019,1024.00,1049.00,1010.10,1025.70,1029.911344790009498668,1029618,12533,1060415259.00,627163,60.91,38.90,1.70
1-February-2019,1003.00,1004.70,985.55,991.30,991.881877531393908009,108142,2949,107264090.00,24253,22.43,19.15,-11.70
31-January-2019,966.50,1005.00,966.50,995.40,986.343007399094361289,153262,4418,151168902.00,44732,29.19,38.50,28.90
30-January-2019,966.50,973.85,959.90,966.45,966.613307304376118431,43029,1029,41592404.00,6680,15.52,13.95,-0.05
29-January-2019,957.95,970.20,945.00,966.50,962.439819944598337950,57760,1376,55590524.00,12524,21.68,25.20,8.55
28-January-2019,977.00,981.70,955.00,957.95,963.542400561677706889,65518,1454,63129371.00,8768,13.38,26.70,-19.05
25-January-2019,969.00,983.45,969.00,976.35,975.016382234837995015,115552,2253,112665093.00,32270,27.93,14.45,7.35
24-January-2019,963.50,971.40,956.40,967.75,965.966634328216249120,52569,1632,50779900.00,9294,17.68,15.00,4.25
23-January-2019,983.50,987.50,959.40,962.60,973.923287366856920662,72009,1602,70131242.00,18053,25.07,28.10,-20.90
22-January-2019,964.00,985.40,959.05,982.60,972.795534618841730253,152417,3571,148270577.00,42524,27.90,26.35,18.60
21-January-2019,960.60,969.60,957.40,964.35,962.618162231177432869,25063,722,24126099.00,8797,35.10,12.20,3.75
18-January-2019,961.35,965.10,955.00,960.50,959.973272015299153082,21962,509,21082933.00,5594,25.47,10.10,-0.85
17-January-2019,957.45,964.00,952.45,961.35,959.394502398538033960,26266,583,25199456.00,7357,28.01,11.55,3.90
16-January-2019,966.25,970.00,960.00,961.75,964.306757725540504848,26503,779,25557022.00,9447,35.65,10.00,-4.50
15-January-2019,961.70,968.30,957.30,965.95,965.228470328382429173,44369,1011,42826222.00,12467,28.10,11.00,4.25
14-January-2019,962.00,962.00,949.70,957.25,955.145858377697635812,34938,931,33370886.00,10458,29.93,12.30,-4.75
11-January-2019,966.90,969.30,955.35,957.55,961.283087319550785691,92339,2859,88763919.00,30545,33.08,13.95,-9.35
10-January-2019,953.00,967.80,949.30,965.50,961.028123893911488922,166691,4085,160194739.00,80795,48.47,18.50,12.50
9-January-2019,950.00,955.15,945.40,952.50,951.285570810524457001,90608,3206,86194083.00,33662,37.15,9.75,2.50
8-January-2019,943.80,949.70,939.00,946.05,944.047713155198504730,466538,1676,440434132.00,407303,87.30,10.70,2.25
7-January-2019,950.00,964.00,933.45,943.50,950.789655271176246384,453893,6231,431556769.00,212871,46.90,30.55,-6.50
4-January-2019,931.25,938.75,920.45,928.55,929.307064737591009648,192562,3913,178949227.00,105920,55.01,18.30,-2.70
3-January-2019,936.50,944.70,926.80,928.70,934.526279354598221417,131453,3165,122846283.00,21934,16.69,17.90,-7.80
2-January-2019,924.80,936.90,923.95,931.70,933.870047584124980812,234532,2674,219022410.00,148748,63.42,12.95,6.90
1-January-2019,932.00,933.70,923.20,927.60,928.652103483277847026,190137,2165,176571125.00,121848,64.08,10.50,-4.40
31-December-2018,928.00,939.00,920.70,929.95,932.650991602205877842,163019,4067,152039832.00,32720,20.07,18.30,1.95
28-December-2018,905.00,925.90,899.25,922.50,911.624730956167410728,313146,6746,285471638.00,83692,26.73,26.65,17.50
27-December-2018,899.00,899.05,882.00,888.15,888.112645652293802046,126929,1843,112727250.00,64504,50.82,17.05,-10.85
26-December-2018,879.00,900.00,869.00,889.15,888.325010332220632649,157275,3127,139711316.00,39451,25.08,31.00,10.15
24-December-2018,905.00,905.80,874.35,880.40,884.850696734159973190,92503,2325,81851344.00,20341,21.99,31.45,-24.60
21-December-2018,926.00,926.75,897.00,901.75,908.630426310109125794,133424,2871,121233106.00,56591,42.41,29.75,-24.25
20-December-2018,929.00,932.90,920.95,926.40,927.879279444878452277,43522,1190,40383162.00,14606,33.56,11.95,-2.60
19-December-2018,933.05,941.20,925.00,928.90,932.397692539714458073,198920,3259,185472549.00,124152,62.41,16.20,-4.15
18-December-2018,933.00,937.70,928.00,932.70,934.449139873714272964,44819,1045,41881076.00,10749,23.98,9.70,-0.30
17-December-2018,931.60,937.50,926.75,933.75,933.110295544862954222,195774,2443,182678735.00,85938,43.90,10.75,2.15
14-December-2018,943.00,951.80,925.00,931.55,936.449793354273433625,90735,2655,84968772.00,14895,16.42,26.80,-11.45
13-December-2018,934.90,961.00,925.00,944.85,944.564580966732351918,215675,7515,203718966.00,49999,23.18,36.00,9.95
12-December-2018,935.10,937.85,921.40,929.80,928.758675494197528542,106334,3150,98758625.00,21479,20.20,16.45,-5.30
11-December-2018,900.00,937.10,893.90,933.55,926.324302673125392348,213458,2420,197731333.00,131780,61.74,43.20,33.55
10-December-2018,915.95,915.95,897.80,906.75,907.059119951319692705,52588,1200,47700425.00,6715,12.77,18.15,-9.20
7-December-2018,909.60,919.75,893.50,914.70,902.836745024195671100,197556,2372,178360816.00,12164,6.16,26.25,5.10
6-December-2018,913.00,920.00,903.10,907.55,910.591754973204530082,57659,1276,52503810.00,12185,21.13,16.90,-5.45
5-December-2018,923.90,926.55,902.35,922.30,914.465517078916372202,106125,2571,97047653.00,20325,19.15,24.20,-1.60
4-December-2018,938.00,940.00,923.60,925.65,929.421783010933557611,38048,997,35362640.00,8591,22.58,16.40,-12.35
3-December-2018,931.00,938.85,920.00,935.50,926.429428617763122330,277485,3735,257070270.00,102827,37.06,18.85,4.50
30-November-2018,933.00,933.00,919.00,925.70,924.253070134322561637,74671,1600,69014901.00,17568,23.53,14.00,-7.30
29-November-2018,925.00,932.00,913.40,929.90,927.123327601392442226,95372,1834,88421606.00,31016,32.52,18.60,4.90
28-November-2018,917.00,931.00,912.10,920.55,924.008613314385975088,68963,2054,63722406.00,10600,15.37,18.90,3.55
27-November-2018,910.00,918.10,906.30,914.00,912.713048214332027906,38557,792,35191477.00,9441,24.49,11.80,4.00
26-November-2018,913.45,919.00,892.35,916.15,907.801914391764641348,109382,2326,99297189.00,17664,16.15,26.65,2.70
22-November-2018,929.90,933.55,912.10,914.65,921.398504323440056087,64185,1565,59139963.00,16026,24.97,21.45,-15.25
21-November-2018,915.00,931.90,910.10,927.90,922.092719211006132935,96528,2065,89007766.00,19750,20.46,21.80,12.90
20-November-2018,918.50,924.55,910.00,915.35,915.606489303817405996,69838,1366,63944126.00,24381,34.91,14.55,-3.15
19-November-2018,922.20,926.40,915.00,920.70,920.975618459979969839,86869,2277,80004231.00,20271,23.34,11.40,-1.50
16-November-2018,925.00,928.00,913.30,918.35,920.251326918467280758,175218,3613,161244597.00,26071,14.88,14.70,-6.65
15-November-2018,881.00,924.20,881.00,921.10,915.134115949391319072,271653,5301,248598928.00,54421,20.03,43.20,40.10
14-November-2018,895.00,898.85,883.00,892.20,891.215188813530938625,107487,2217,95794047.00,16810,15.64,15.85,-2.80
13-November-2018,893.80,896.95,879.60,894.55,889.801818107029739624,267421,5988,237951692.00,58842,22.00,17.35,0.75
