Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-April-2019,341.00,351.00,337.30,347.50,345.927298724275485281,1797410,9396,621773186.00,1152386,64.11,13.70,6.50
10-April-2019,351.00,354.35,336.30,340.05,347.460292264443582784,165056,2277,57350406.00,22821,13.83,18.05,-10.95
9-April-2019,358.60,361.15,341.60,351.60,348.887347296489077590,337746,4570,117835306.00,15022,4.45,19.55,-7.00
8-April-2019,359.90,363.95,352.05,354.30,354.825657076858265803,1065819,2051,378179927.00,39671,3.72,11.90,-5.60
5-April-2019,357.30,359.50,353.90,356.60,356.199737435832933722,127207,1287,45311100.00,8698,6.84,5.60,-0.70
4-April-2019,353.00,359.20,352.60,356.60,356.203516140484850920,298566,3299,106350259.00,28561,9.57,6.60,3.60
3-April-2019,356.40,363.15,347.85,349.90,358.573874499366266370,1263149,10260,452932231.00,657420,52.05,15.30,-6.50
2-April-2019,342.00,360.00,342.00,357.55,353.689031564034082894,645133,7571,228176466.00,84958,13.17,18.00,15.55
1-April-2019,332.00,344.90,332.00,340.25,340.006356614536422937,366390,2669,124574929.00,125351,34.21,12.90,8.25
29-March-2019,331.60,336.00,328.95,332.90,332.986275634157750984,132538,1391,44133335.00,20578,15.53,7.05,1.30
28-March-2019,323.00,333.15,318.25,330.45,325.335936122659053555,175837,2101,57206095.00,22422,12.75,14.90,7.45
27-March-2019,330.00,333.15,321.05,323.30,327.035892082088758712,206898,1978,67663072.00,52547,25.40,12.10,-6.70
26-March-2019,328.00,331.10,326.50,328.20,328.541605992169720010,229366,2027,75356274.00,22846,9.96,4.60,0.20
25-March-2019,332.05,334.80,323.50,327.20,328.882461184002609821,196182,1769,64520819.00,14575,7.43,11.30,-4.85
22-March-2019,336.00,347.20,329.50,331.15,337.876609160382561699,415201,4699,140286706.00,31448,7.57,17.70,-4.85
20-March-2019,336.65,339.35,332.10,333.75,334.901556680984762762,182054,1667,60970168.00,9427,5.18,7.25,-2.90
19-March-2019,332.90,339.00,332.90,336.65,336.210666480357385039,243323,2075,81807788.00,14673,6.03,6.10,3.75
18-March-2019,337.05,343.50,329.35,330.65,333.892820416039192879,259639,2940,86691598.00,31792,12.24,14.15,-6.40
15-March-2019,344.45,344.45,331.50,337.00,336.438662603631191893,399373,3937,134364518.00,17716,4.44,12.95,-7.45
14-March-2019,338.45,346.00,334.95,342.85,340.529831172080837221,339695,2868,115676281.00,39917,11.75,11.05,4.40
13-March-2019,349.00,356.40,335.40,337.35,344.178976389254359734,668848,6766,230203420.00,81811,12.23,21.00,-11.65
12-March-2019,333.00,354.00,329.10,350.80,346.306056372595291585,1695008,11875,586991536.00,599204,35.35,24.90,17.80
11-March-2019,309.00,336.60,308.00,333.70,324.661877964864279366,586241,6832,190330104.00,86604,14.77,28.60,24.70
8-March-2019,309.50,312.35,307.60,308.75,309.281777263537997940,314596,2410,97298810.00,134967,42.90,4.75,-0.75
7-March-2019,309.50,312.30,307.75,308.75,309.601739626811051547,353869,3284,109558458.00,64257,18.16,4.55,-0.75
6-March-2019,313.80,313.80,307.85,309.35,310.615930713346563690,283691,2547,88118944.00,30098,10.61,5.95,-4.45
5-March-2019,308.00,309.50,304.00,308.05,306.025300134248706084,1713983,3684,524522162.00,1341417,78.26,5.50,0.05
1-March-2019,320.50,320.50,302.60,307.05,307.332664882784380952,1154411,12458,354788209.00,152308,13.19,17.90,-13.45
28-February-2019,324.15,326.85,316.05,317.95,320.502683517177380007,209054,2413,67002368.00,22574,10.80,10.80,-6.20
27-February-2019,320.95,325.00,314.65,319.95,319.387238467294442338,205806,2206,65731810.00,17165,8.34,10.35,-1.00
26-February-2019,318.00,320.20,301.00,315.35,316.672770770376209871,182664,1495,57844715.00,11028,6.04,19.20,-2.65
25-February-2019,313.00,319.90,312.05,318.05,316.277927063339731285,151090,1445,47786432.00,13259,8.78,7.85,5.05
22-February-2019,309.70,316.20,308.05,313.00,313.420967897116833969,155905,1472,48863896.00,18207,11.68,8.15,3.30
21-February-2019,307.00,311.00,302.95,310.20,306.080844384303112313,184750,1413,56548436.00,8516,4.61,8.05,3.20
20-February-2019,305.00,310.80,305.00,309.55,307.787355889724310776,159600,1366,49122862.00,16508,10.34,5.80,4.55
19-February-2019,301.20,313.20,301.05,304.25,309.053319009385954992,265290,2711,81988755.00,19550,7.37,12.15,3.05
18-February-2019,305.20,309.00,300.20,302.50,302.294824529594262460,99276,934,30010621.00,7448,7.50,8.80,-2.70
15-February-2019,301.85,305.60,297.85,304.35,301.850796663790624101,173850,1635,52476761.00,28750,16.54,7.75,2.50
14-February-2019,310.00,310.00,296.85,301.05,301.605818359320297839,249933,3250,75381247.00,18598,7.44,13.15,-8.95
13-February-2019,311.00,312.85,307.50,310.65,310.527731210536354236,99617,807,30933841.00,4916,4.93,5.35,-0.35
12-February-2019,312.00,315.30,310.00,311.50,312.450315293085485551,91185,882,28490782.00,15272,16.75,5.30,-0.50
11-February-2019,316.90,316.90,311.30,313.05,313.179228334331422705,116890,1524,36607520.00,10996,9.41,5.60,-3.85
8-February-2019,310.90,314.40,306.20,313.60,311.239701939706440185,155539,1485,48409912.00,19077,12.27,8.20,2.70
7-February-2019,308.30,314.00,305.20,310.95,311.310488939165409753,190944,1612,59442870.00,10112,5.30,8.80,2.65
6-February-2019,308.00,309.90,301.15,308.30,305.243897050701424942,262537,2057,80137817.00,10314,3.93,8.75,0.30
5-February-2019,295.50,310.60,293.30,307.85,301.833910180756568730,804950,7408,242961206.00,28057,3.49,17.30,12.35
4-February-2019,311.00,311.05,302.25,306.60,305.374947762518390455,174683,1571,53343812.00,11212,6.42,8.80,-4.40
1-February-2019,305.95,320.45,305.25,311.30,313.051297510055379951,464428,4697,145389788.00,24933,5.37,15.20,5.35
31-January-2019,305.00,310.55,303.85,307.15,306.371632227579711661,248458,2753,76120483.00,23987,9.65,6.70,2.15
30-January-2019,309.90,312.65,300.00,303.35,307.661024827578192635,172107,1700,52950616.00,15246,8.86,12.65,-6.55
29-January-2019,309.00,309.70,301.65,307.10,306.769311343721330068,138429,1403,42465769.00,20034,14.47,8.05,-1.90
28-January-2019,308.90,308.90,294.95,304.90,302.874325029554918897,187786,1641,56875558.00,19244,10.25,13.95,-4.00
25-January-2019,304.00,311.50,302.00,307.05,306.840210089896151009,301014,2583,92363199.00,15125,5.02,9.50,3.05
24-January-2019,304.25,307.95,294.80,301.60,302.008732176412070299,352833,3493,106558647.00,40943,11.60,13.15,-2.65
23-January-2019,307.00,307.50,303.00,304.05,304.767379817505447813,173923,1982,53006057.00,29470,16.94,4.50,-2.95
